Gene_symbol,NAME,Foldchange,PValue,FDR,FIB1-052,FIB2-063,FIB3-067,FIB4-211,FIB5-226,F1-064,F2-065,F3-093,F4-210,F5-213
Eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2,1.520690263,0.000853187,0.006998337,23.49632259,24.7549704,21.96217452,21.35642853,24.52602208,13.63713541,17.55987604,14.37035418,14.51615483,16.1639316
Eif5a,eukaryotic translation initiation factor 5A,-1.625848101,1.16E-05,0.000218412,367.5869135,276.5771059,246.3776938,293.1228487,282.9488571,524.9563952,504.8464363,492.1504156,466.667496,395.670941
Eif5b,eukaryotic translation initiation factor 5B,-1.707521246,1.97E-07,7.76E-06,198.8049962,178.4368425,171.0151051,165.4536496,172.250325,315.7070164,296.688739,328.0546569,306.4521575,265.8068752
Elac1,elaC homolog 1 (E. coli),1.691847946,8.46E-05,0.001070943,19.18866345,27.26816537,25.08370186,25.11140497,22.44273063,12.46404849,12.31630195,13.95977263,14.51615483,17.13100443
Elavl4,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)",2.385109833,3.19E-07,1.15E-05,40.20481866,66.59966657,46.82291014,65.1253727,60.22606195,21.99537969,12.80407628,23.9505903,20.16132615,38.13030018
Elk3,"ELK3, member of ETS oncogene family",-1.592865469,0.000553997,0.00494079,15.40314481,12.06333583,16.38801855,13.96381865,15.05651549,19.50256999,25.73009615,26.41407959,25.26886211,19.20330335
Ell,elongation factor RNA polymerase II,1.423754412,0.004781416,0.027118382,39.03000253,32.42021505,42.80951784,31.21324169,28.88199512,21.84874382,29.51034724,23.40314824,25.67208863,21.82821532
Ell3,elongation factor RNA polymerase II-like 3,-2.080289345,0.000739511,0.006247998,3.524448389,3.392813203,2.675594865,2.698889319,2.177986517,5.425526989,6.7068971,7.253607348,6.451624368,4.144597846
Elmo1,engulfment and cell motility 1,2.109718989,9.48E-10,8.52E-08,121.5282019,139.9849595,176.477778,165.9230216,157.2885046,90.91423604,75.84890902,69.11456058,49.73127117,75.29352753
Elovl2,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2",-1.379423006,0.005593835,0.030584381,54.04154196,39.5828207,38.79612554,47.75860665,43.08625501,56.74807959,65.48370441,75.13642329,51.88181263,58.57698289
Elovl6,"ELOVL family member 6, elongation of long chain fatty acids (yeast)",1.830193264,7.37E-07,2.33E-05,40.46588891,46.6197666,38.68464242,42.71285705,35.70003987,19.64920585,18.90125546,24.63489288,21.10218804,27.21619252
Emc2,ER membrane protein complex subunit 2,-1.367125988,0.00160707,0.011544009,56.91331473,53.405393,50.16740372,55.03387351,52.46106654,76.25064958,66.45925308,79.37909928,72.4463653,71.83969599
Emc6,ER membrane protein complex subunit 6,-1.420891642,0.007235032,0.037308858,21.14669033,17.84368425,24.08035378,18.30551017,18.18145267,34.01952058,31.46144458,27.3721032,25.00004443,23.62420772
Emc9,ER membrane protein complex subunit 9,-1.504107233,0.002878712,0.01834511,14.35886381,11.93767608,19.28657965,16.19333592,12.87852897,22.14201555,25.12037823,20.93965895,23.79036486,20.30852944
Eml1,echinoderm microtubule associated protein like 1,1.650855002,7.50E-05,0.000970689,50.51709357,76.02414769,53.95782978,60.54899516,52.65045668,40.76477035,27.31536273,31.34105817,43.2796468,35.22908169
Emx2,empty spiracles homeobox 2,-2.621862088,4.22E-08,2.16E-06,16.96956632,13.94823205,6.243054685,11.14758632,16.47694148,23.46173833,37.92445451,34.89943158,41.80114955,31.77525015
En2,engrailed 2,73.40869622,0.000851592,0.006988594,0,0,63.09944557,0,0.284085198,0.293271729,0.487774335,0,0,0
Eng,endoglin,-1.709998055,0.000148831,0.001671791,42.68498604,31.91757605,47.82625821,30.86121265,44.03320567,54.25526989,71.33699643,97.58154791,64.38183484,50.01148067
Eno1,"enolase 1, alpha non-neuron",-1.452986326,0.001684653,0.011961173,862.8371797,733.9785895,588.6308703,790.6572275,713.7167122,1270.893038,880.676561,1217.51115,941.9371578,1050.241094
Enthd1,ENTH domain containing 1,13.28974611,0.002940726,0.01863654,0,0.628298741,0,1.642802194,0.47347533,0,0,0,0.134408841,0
Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,1.83886122,0.002627686,0.017100875,7.179431903,8.042223888,9.699031385,6.688551791,12.87852897,3.51926075,5.121630513,4.10581548,5.107535958,6.35505003
Entpd2,ectonucleoside triphosphate diphosphohydrolase 2,-1.776449669,5.39E-06,0.000117759,33.02538676,26.13722763,20.28992773,21.00439948,23.29498623,38.27196066,51.58213588,41.74245738,43.95169101,43.93273716
Entpd3,ectonucleoside triphosphate diphosphohydrolase 3,2.525758816,3.71E-06,8.74E-05,13.57565305,25.63458864,9.810514505,26.63686415,17.13980694,7.331793229,9.267712356,5.200699608,8.06453046,6.769509815
Entpd5,ectonucleoside triphosphate diphosphohydrolase 5,1.539858657,0.010220837,0.0489733,9.659599288,13.44559306,11.81721065,11.96898742,11.55279805,5.13225526,6.463009933,7.52732838,9.677436553,9.11811526
Entpd7,ectonucleoside triphosphate diphosphohydrolase 7,2.027045777,0.002702106,0.01745288,4.046588891,6.40864716,5.462672849,5.74980768,4.545363166,1.466358646,2.804702424,2.73721032,3.897856389,1.934145661
Eogt,EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase,1.537185971,0.004301064,0.02490571,12.00923155,15.33048929,17.61433286,13.72913262,15.71938095,8.358244281,8.292163687,10.67512025,10.61829844,10.49964788
Ep400,E1A binding protein p400,1.832295173,1.04E-08,6.79E-07,155.5978696,175.4210085,193.2002459,162.6374172,156.7203342,79.18336687,87.55549305,85.40096199,104.4356695,103.7530994
Epb41l3,erythrocyte membrane protein band 4.1 like 3,1.384754712,0.007049187,0.036562066,185.3598782,279.9699191,248.0499406,277.8682569,230.7718758,197.6651455,127.1871577,185.5828597,178.360532,193.8290259
Epb41l4b,erythrocyte membrane protein band 4.1 like 4b,2.172492219,7.36E-07,2.33E-05,14.61993406,20.73385846,14.60428864,15.95864989,14.48834509,8.504880146,5.853292015,7.253607348,7.930121619,7.460276122
Epha10,Eph receptor A10,2.155505972,1.54E-08,9.30E-07,37.72465127,48.00202383,31.54972278,33.09072991,40.0560129,16.86312443,15.12100437,14.23349366,21.37100572,20.72298923
Ephb2,Eph receptor B2,1.976874469,0.000372925,0.003587611,19.84133908,27.14250562,47.49180885,24.05531785,25.09419248,9.971238791,10.48714819,11.49628334,22.04304993,18.65069031
Ephb3,Eph receptor B3,1.551586005,0.010050357,0.048467566,26.1070251,41.09073768,13.26649121,30.86121265,30.30242111,17.15639616,20.97429639,16.69698295,19.48928195,16.85469791
Ephb6,Eph receptor B6,2.158580241,0.000534994,0.004804176,111.3464621,221.4124764,47.82625821,220.2528371,136.360895,61.29379139,35.85141359,90.05421953,74.86572444,79.43812538
Ephx2,"epoxide hydrolase 2, cytoplasmic",-1.438097974,0.005927851,0.031942668,19.18866345,14.3252113,16.61098479,15.48927783,16.00346615,22.28865142,27.68119349,26.68780062,19.35487311,21.27560227
Ephx4,epoxide hydrolase 4,2.257333176,8.78E-06,0.000176141,49.08120719,86.07692755,29.3200604,93.17035302,66.66532644,22.58192315,39.38777751,26.41407959,23.9247737,31.2226371
Epm2a,"epilepsy, progressive myoclonic epilepsy, type 2 gene alpha",2.064964266,0.001265796,0.009522869,5.351940146,7.916564139,5.574155969,6.923237819,7.575605277,2.199537969,3.658307509,1.779186708,4.435491753,4.006444584
Epm2aip1,EPM2A (laforin) interacting protein 1,1.362092727,0.00581526,0.031454435,224.7814861,284.7449895,269.4546995,298.9899994,264.8620995,190.7732598,156.9413921,201.048098,195.1616371,242.0445142
Epn3,epsin 3,3.620380474,1.27E-05,0.000235151,6.918361652,10.17843961,29.20857728,7.040580833,8.996031267,5.572162854,1.585266587,3.4215129,4.03226523,2.624911969
Eps8l2,EPS8-like 2,1.989125129,0.000426978,0.003990399,9.920669539,19.22594148,29.54302663,21.70845757,13.73078456,8.064972552,12.07241478,9.169654572,11.02152496,6.907663076
Epsti1,epithelial stromal interaction 1 (breast),-2.395707984,0.000208832,0.002225468,3.132843012,2.764514461,1.560763671,2.581546305,2.840851979,7.771700823,8.536050855,4.79011806,5.645171322,4.144597846
Erbb3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),1.734905047,0.002555763,0.016683399,20.23294446,42.47299491,19.95547837,22.64720168,23.67376649,19.64920585,8.536050855,13.00174902,18.6828289,14.50609246
Erbb4,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian),2.981131922,1.47E-09,1.24E-07,16.18635556,25.50892889,17.2798835,30.15715457,22.8215109,5.278891125,7.438558602,8.89593354,5.241944799,10.63780114
Ercc2,"excision repair cross-complementing rodent repair deficiency, complementation group 2",1.351642407,0.005843819,0.031569125,36.68037027,41.21639742,43.25545032,37.90179348,35.88943,27.27427081,28.90062932,28.46698733,30.64521575,28.87403166
Ergic3,ERGIC and golgi 3,-1.30654848,0.008808248,0.043634146,84.19515596,73.00831373,74.47072374,80.14527848,75.9454429,111.5898929,110.7247739,109.8989944,88.70983507,85.65502214
Erh,enhancer of rudimentary homolog (Drosophila),-1.598178732,1.95E-05,0.000332492,53.12779609,38.57754271,42.25210224,41.77411294,43.08625501,78.45018755,78.89749861,65.41932665,63.84419948,62.99788725
Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,2.723235694,4.00E-06,9.21E-05,5.874080648,7.16260565,9.141615789,6.688551791,5.776399024,1.61299451,2.438871673,2.874070836,2.822585661,2.901218492
Ero1l,ERO1-like (S. cerevisiae),1.685541216,7.52E-05,0.000973515,58.87134161,71.12341751,50.72481931,74.86484286,64.58203499,29.47380878,33.65642908,43.11106254,31.4516688,52.22193286
Ero1lb,ERO1-like beta (S. cerevisiae),1.632746365,0.006589622,0.034745282,10.44281004,14.19955155,18.72916405,11.96898742,14.01486976,4.692347667,8.779938022,9.169654572,8.467756984,11.32856744
Erp29,endoplasmic reticulum protein 29,-1.54294983,2.92E-05,0.00045977,97.90134414,81.67883636,92.6424722,81.90542369,72.53642053,139.1574355,129.5040858,143.9772628,134.2744322,111.2133755
Esam,endothelial cell-specific adhesion molecule,-1.525155685,0.006549097,0.034596657,16.31689069,14.70219054,20.84734332,10.91290029,21.30638984,23.02183074,30.12006516,32.16222126,23.38713834,19.7559164
Esd,esterase D/formylglutathione hydrolase,-1.394759175,0.002298048,0.015317807,48.82013694,42.9756339,37.34684499,45.41174637,39.58253757,69.06549222,57.06959714,61.5872322,52.41944799,58.43882962
Esf1,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",-1.323607541,0.009212611,0.045176266,34.06966776,31.16361756,29.20857728,35.67227622,31.05998164,41.35131381,39.26583393,43.11106254,42.6076026,46.97210892
Esrrb,"estrogen related receptor, beta",6.101735409,0.000114736,0.001361294,1.044281004,0.753958489,3.344493581,0.938744111,0.94695066,0.439907594,0.121943584,0.136860516,0.134408841,0.276306523
Esrrg,estrogen-related receptor gamma,3.932871107,2.97E-09,2.27E-07,9.398529037,32.54587479,35.6745982,36.72836334,22.44273063,6.745249771,6.097179182,5.47442064,4.973127117,11.46672071
Etaa1,Ewing tumor-associated antigen 1,1.630260257,0.006150471,0.032822905,11.09548567,13.82257231,25.52963434,16.66270797,18.0867576,8.798151875,12.80407628,7.52732838,13.30647526,9.808881568
Etfa,"electron transferring flavoprotein, alpha polypeptide",-1.433808303,0.001462201,0.010690132,32.37271113,28.52476285,37.68129435,28.86638141,33.04857802,46.92347667,50.24075646,48.7223437,42.20437608,42.13674476
Etfb,"electron transferring flavoprotein, beta polypeptide",-1.902164702,8.08E-08,3.63E-06,54.56368247,40.71375843,42.80951784,37.54976444,40.71887836,102.4984693,86.82383155,86.90642766,71.23668573,63.96496008
Etfdh,"electron transferring flavoprotein, dehydrogenase",-1.34452881,0.006920061,0.03606667,28.19558711,30.40965907,32.33010462,27.81029429,31.05998164,38.56523238,39.02194676,44.61652822,38.44092853,40.89336541
Etnk1,ethanolamine kinase 1,1.394590947,0.002418978,0.015948162,282.869617,319.1757605,292.8661546,370.4518948,310.031646,200.8911345,208.1576973,202.8272847,254.3015272,263.4582697
Ets2,"E26 avian leukemia oncogene 2, 3' domain",1.65087422,6.21E-06,0.000132339,78.58214556,97.38630489,101.5611217,102.2057651,102.9335367,49.12301463,59.75235598,52.1438566,71.37109458,59.9585155
Etv3,ets variant 3,2.10823378,0.000118772,0.001400467,5.874080648,8.921842125,9.476065147,11.49961536,9.942981926,4.252440073,3.658307509,4.653257544,4.03226523,5.111670676
Etv6,ets variant 6,2.819593607,1.95E-05,0.000331999,3.524448389,9.047501873,5.574155969,7.275266861,7.386215145,1.466358646,2.194984505,2.600349804,2.284950297,3.039371753
Eva1a,eva-1 homolog A (C. elegans),-1.699297774,0.001954993,0.013493523,7.309967029,5.403369174,7.357885879,5.397778639,6.723349684,13.49049954,13.04796345,8.759073024,9.677436553,9.808881568
Evi5,ecotropic viral integration site 5,1.311059296,0.00842059,0.042073543,80.27910219,91.98293571,92.0850566,100.9149919,92.13829918,60.70724794,77.06834486,68.56711852,68.27969123,74.18830144
Evpl,envoplakin,14.95648526,2.38E-05,0.000386791,0.130535126,1.005277986,16.49950167,0.586715069,5.302923694,0.586543458,0.243887167,0.273721032,0.134408841,0.276306523
Exoc1,exocyst complex component 1,1.543281566,0.000452136,0.004182262,35.63608927,36.94396598,34.89421636,37.90179348,33.52205335,20.23574931,20.60846563,18.61303018,28.22585661,28.18326535
Exoc4,exocyst complex component 4,1.583890607,0.000160066,0.001777899,58.34920111,55.54160872,49.72147124,61.95711133,54.35496786,30.35362397,27.31536273,33.80454745,39.11297273,46.14318935
Exoc7,exocyst complex component 7,1.441221161,0.002357012,0.015593522,57.04384985,64.46345085,44.81621399,70.75783737,61.36240275,33.28634126,40.72915693,38.86838655,49.05922697,45.03796326
Exoc8,exocyst complex component 8,1.604499486,0.000500974,0.004545834,39.94374841,43.10129365,43.25545032,47.28923459,36.74168559,21.1155645,17.31598888,28.05640578,31.58607764,33.0186295
Ext1,exostoses (multiple) 1,1.697035681,4.55E-05,0.000650127,41.24909966,55.03896973,32.44158774,56.20730365,51.13533562,29.03390119,23.53511164,27.78268475,32.25812184,26.52542621
Extl1,exostoses (multiple)-like 1,1.670012364,0.000223982,0.00236054,72.83860004,83.31241308,45.37362958,77.44638916,76.04013797,35.92578682,43.28997219,34.62571055,60.34956961,38.26845344
Extl2,exostoses (multiple)-like 2,2.052887518,2.46E-09,1.93E-07,42.03231042,57.0495257,54.29227913,56.20730365,61.55179288,27.12763495,21.82790147,24.49803237,29.03230966,29.70295123
Extl3,exostoses (multiple)-like 3,2.240903429,2.03E-10,2.19E-08,94.89903625,106.308147,84.05827201,102.4404511,95.26323636,30.06035224,34.75392134,41.19501532,53.49471872,55.95207092
Eya2,eyes absent 2 homolog (Drosophila),4.780529541,0.007222377,0.03726894,1.566421506,0.376979245,13.15500809,0.234686028,14.10956483,1.173086917,0.853605085,0.136860516,1.881723774,2.072298923
Eya3,eyes absent 3 homolog (Drosophila),1.796629786,4.28E-06,9.74E-05,32.11164088,39.45716095,33.89086829,42.243485,37.02577079,14.95685819,23.04733731,18.88675121,22.31186761,23.48605446
Eya4,eyes absent 4 homolog (Drosophila),3.804548611,5.97E-05,0.000806628,4.829799644,16.08444778,4.236358536,18.54019619,8.711946069,3.665896615,2.194984505,0.68430258,5.107535958,2.072298923
Ezr,ezrin,-2.107557639,1.02E-08,6.71E-07,77.66839968,66.34834707,39.1305749,68.05894805,79.44916034,169.5110595,140.6009519,131.7966769,136.6937913,118.3973451
F11,coagulation factor XI,-4.582617858,0.008168409,0.041004459,0,0,0.222966239,0,0.189390132,0.733179323,0.121943584,0.547442064,0.672044205,0.276306523
F11r,F11 receptor,-1.570833992,0.002718499,0.017525796,9.920669539,7.665244643,8.361233953,8.683383027,9.564201662,12.75732022,15.36489154,16.2864014,13.57529294,11.46672071
F12,coagulation factor XII (Hageman factor),-2.857723795,0.000203197,0.002179505,2.741237636,3.769792447,1.337797432,1.877488222,1.515121055,6.158706312,6.584953516,5.47442064,11.02152496,2.76306523
F13a1,"coagulation factor XIII, A1 subunit",5.314449744,0.002235692,0.014987256,2.219097134,0.251319496,6.131571566,0.352029042,4.734753298,0.293271729,0.975548669,0.821163096,0,0.414459785
F8a1,NA,-1.508742594,0.000486716,0.004439924,31.45896525,28.27344335,28.31671232,31.09589868,25.85175301,51.02928087,33.41254192,47.9011806,40.3226523,46.14318935
Fabp3,"fatty acid binding protein 3, muscle and heart",1.602250653,0.000320107,0.003143938,33.28645701,46.99674584,33.22196957,50.57483898,34.18491881,27.86081427,27.68119349,24.49803237,21.50541456,22.10452184
Fabp4,"fatty acid binding protein 4, adipocyte",-7.448869491,0.000259977,0.002677431,0.652675628,0,0,0,0.094695066,1.173086917,1.34137942,0.68430258,2.150541456,0.414459785
Fabp5,"fatty acid binding protein 5, epidermal",-1.737639918,5.31E-05,0.000731659,57.56599035,38.32622321,30.10044223,30.74386964,44.88546127,82.84926349,69.99561701,78.14735464,61.82806686,57.47175679
Fabp7,"fatty acid binding protein 7, brain",-3.185502913,1.22E-14,4.47E-12,59.39348211,34.93341001,25.08370186,29.80512553,33.52205335,129.919376,142.5520493,112.3624836,104.0324429,92.70083848
Fadd,Fas (TNFRSF6)-associated via death domain,3.711039593,3.93E-05,0.000582689,1.566421506,2.261875468,2.452628626,2.229517264,2.746156913,1.026451052,0.487774335,0.273721032,0.403226523,0.828919569
Fads6,"fatty acid desaturase domain family, member 6",1.576905673,0.007287523,0.037443427,26.62916561,24.25233141,60.08940134,28.16232333,27.93504446,18.6227548,17.92570679,21.89768256,24.32800022,23.20974794
Faf2,Fas associated factor family member 2,1.376400111,0.006522313,0.0344857,37.72465127,39.5828207,34.00235141,42.94754308,38.73028198,24.48818938,26.33981407,27.78268475,26.34413284,35.22908169
Faim2,Fas apoptotic inhibitory molecule 2,1.436825304,0.001781419,0.012477925,634.5312451,833.1241308,525.9773572,845.104386,691.2739815,454.1312726,497.895652,457.3878445,532.1246016,515.1735122
Fam107a,"family with sequence similarity 107, member A",-1.723663136,2.99E-05,0.000468695,800.832995,711.2341751,500.3362397,753.5768351,738.1480392,1162.67577,1619.04496,1216.963708,1125.808452,915.2653576
Fam110d,NA,-1.89123647,0.010085198,0.048553752,2.349632259,2.13621572,4.459324775,2.11217425,2.935547045,3.959168344,6.950784267,7.116746832,5.37635364,3.177525015
Fam126b,"family with sequence similarity 126, member B",1.828052824,2.20E-05,0.000365024,20.62454983,26.51420688,19.95547837,32.9733869,25.18888755,13.63713541,12.6821327,12.18058592,13.4408841,16.57839138
Fam129a,"family with sequence similarity 129, member A",2.203131199,0.005167205,0.02868108,1.827491757,4.523750937,4.236358536,5.045749597,7.196825013,1.61299451,1.951097338,2.189768256,3.360221025,1.243379354
Fam131b,"family with sequence similarity 131, member B",1.417512181,0.000726963,0.006157127,243.5785442,277.2054046,254.6274446,298.0512553,240.2413824,173.0303202,187.9150624,171.8968081,205.3767091,188.4410487
Fam13a,"family with sequence similarity 13, member A",2.156982646,0.000250412,0.002591368,15.53367994,15.58180878,39.1305749,15.84130687,14.39365003,7.478429094,6.463009933,9.443375604,10.21507192,12.98640658
Fam151a,"family with sequence simliarity 151, member A",1.698375117,0.005317779,0.029383854,7.179431903,6.785626405,9.030132669,6.688551791,6.628654618,4.692347667,4.511912595,3.4215129,4.166674071,4.55905763
Fam160a2,"family with sequence similarity 160, member A2",1.640941476,4.77E-05,0.000674127,49.47281257,55.66726847,38.46167618,59.84493708,57.38520997,27.71417841,32.92476758,28.05640578,34.27425446,35.919848
Fam162a,"family with sequence similarity 162, member A",-1.517982825,0.000243318,0.002522513,38.24679178,32.42021505,35.45163196,36.96304937,32.19632243,63.49332936,51.46019229,58.71316137,45.02696174,47.3865687
Fam163a,"family with sequence similarity 163, member A",-1.620068707,0.006956919,0.036199956,38.11625665,30.91229807,9.921997624,32.1519858,32.29101749,42.67103659,48.28965912,56.38653259,43.01082912,41.86043824
Fam168a,"family with sequence similarity 168, member A",1.872991925,1.45E-08,8.86E-07,252.0633274,285.2476285,240.3576054,291.7147325,271.2066689,114.2293385,133.0404497,139.8714474,158.3336147,170.2048182
Fam168b,"family with sequence similarity 168, member B",1.376975806,0.002632738,0.017120849,311.3262744,331.6160756,328.5407528,370.4518948,332.8531569,196.4920585,230.7172602,255.3817229,254.1671183,279.4840481
Fam19a5,"family with sequence similarity 19, member A5",-1.402384635,0.001725607,0.012176416,145.1550596,110.329259,99.10849312,119.5725311,101.7971959,165.698527,146.6981311,164.6432008,179.3013939,151.1396681
Fam210a,"family with sequence similarity 210, member A",1.472278426,0.000318992,0.003135932,61.61257924,74.01359171,76.47741989,85.66040013,79.25977021,46.19029734,44.99718236,53.23874073,55.10762481,56.64283722
Fam213a,"family with sequence similarity 213, member A",-1.424900371,0.007107189,0.036785115,25.5848846,21.99045594,15.05022112,19.83096935,18.93901319,31.52671088,30.85172666,29.97245301,25.40327095,26.52542621
Fam213b,"family with sequence similarity 213, member B",-1.662810893,0.000155528,0.001737218,21.27722546,16.96406601,14.60428864,18.07082414,15.05651549,34.60606404,29.63229082,29.01442939,26.74735936,22.79528815
Fam217b,"family with sequence similarity 217, member B",2.012759513,8.63E-05,0.001081854,18.79705807,19.60292073,10.14496386,24.5246899,18.46553786,6.305342177,8.901881605,8.348491476,9.811845394,12.01933375
Fam219a,"family with sequence similarity 219, member A",1.435689423,0.001373481,0.010137539,131.3183363,166.7504859,110.0338388,171.5554863,137.2131506,95.75321957,87.79938022,99.63445565,103.0915811,113.0093679
Fam21c,NA,1.33161553,0.007911046,0.039922644,247.3640629,245.4134883,331.1048645,247.4764163,237.9687008,183.7347383,185.8420215,195.4368169,216.1294163,202.1182216
Fam222a,"family with sequence similarity 222, member A",3.465210566,2.38E-07,9.05E-06,9.790134414,11.43503709,25.64111746,10.91290029,7.480910211,3.959168344,2.438871673,3.284652384,4.435491753,4.697210892
Fam32a,"family with sequence similarity 32, member A",-1.342447176,0.004579807,0.026191246,151.5512807,120.1307193,111.8175687,127.7865421,124.3346216,183.2948307,174.3793246,185.1722782,152.5540345,157.7710247
Fam43a,"family with sequence similarity 43, member A",1.966158966,6.09E-05,0.00082125,15.53367994,23.62403267,35.56311508,19.00956825,28.59790992,14.51695059,12.07241478,9.169654572,14.78497251,11.74302723
Fam49a,"family with sequence similarity 49, member A",1.69594781,0.004096791,0.023931172,69.96682728,80.54789862,33.55641893,108.3076018,76.41891823,26.83436322,33.16865475,41.74245738,58.73666352,56.91914375
Fam53b,"family with sequence similarity 53, member B",1.64753874,0.000478334,0.004384063,56.7827796,66.09702758,108.9190076,51.74826912,57.95338037,36.36569442,42.31442352,35.85745519,49.46245349,43.24197086
Fam60a,"family with sequence similarity 60, member A",-2.250632897,0.003447677,0.021026541,0.913745879,1.005277986,1.560763671,1.408116167,1.420425989,3.079353156,3.658307509,3.558373416,2.553767979,1.519685877
Fam64a,"family with sequence similarity 64, member A",-8.143183977,0.005007214,0.028019508,0.130535126,0,0,0,0,0.439907594,0.121943584,0,0.403226523,0.552613046
Fam89a,"family with sequence similarity 89, member A",-1.826439913,0.004130129,0.024093121,7.179431903,5.529028923,3.790426059,4.2243485,2.840851979,6.891885635,10.48714819,9.58023612,8.333348143,7.460276122
Fam89b,"family with sequence similarity 89, member B",-1.384524305,0.004643261,0.026509978,43.59873192,41.59337667,32.99900333,39.89662472,36.36290533,50.14946569,62.55705841,61.5872322,48.11836508,46.55764913
Fam91a1,NA,1.423328174,0.001474464,0.010744314,73.62181079,92.10859546,94.53768523,93.63972508,88.82397188,52.20236779,53.77712038,66.10362923,62.90333759,76.1224471
Fanca,"Fanconi anemia, complementation group A",2.184402862,0.00492108,0.027683009,3.263378138,7.288265398,13.04352497,4.341691514,4.261277968,3.51926075,3.292476758,2.189768256,3.629038707,2.072298923
Fancc,"Fanconi anemia, complementation group C",2.314254029,0.003740457,0.022352149,2.088562008,3.141493706,7.023436521,3.872319458,2.367376649,1.759630375,1.829153755,1.36860516,1.747314933,1.243379354
Fap,fibroblast activation protein,10.88538885,1.08E-08,7.03E-07,3.78551864,4.27243144,2.787077984,2.816232333,7.954385541,1.319722781,0.365830751,0,0,0.276306523
Farp1,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)",1.513461615,0.000268468,0.002751677,100.5120466,84.56901057,90.97022541,96.80798645,105.8690837,57.33462305,80.11693445,62.4083953,48.79040929,67.55694488
Fat1,FAT tumor suppressor homolog 1 (Drosophila),2.383658205,0.002707624,0.017467637,68.92254627,68.2332433,427.8722122,63.95194257,84.37330377,53.8153623,63.04483274,58.1657193,58.87107236,65.3464927
Fat2,FAT tumor suppressor homolog 2 (Drosophila),529.4380199,3.50E-07,1.23E-05,0.261070251,1.633576727,1183.727762,1.642802194,5.587008892,0.146635865,1.463323004,0.136860516,0.134408841,0.276306523
Fat3,FAT tumor suppressor homolog 3 (Drosophila),2.574578075,3.78E-09,2.82E-07,25.32381435,47.37372509,25.19518498,40.95271184,40.24540304,10.11787466,12.07241478,16.97070398,16.3978786,13.95347941
Fat4,FAT tumor suppressor homolog 4 (Drosophila),-1.989956588,0.002865872,0.018283643,63.9622115,18.72330249,26.42149929,26.05014908,62.8775238,44.13739524,113.5294764,47.21687802,97.9840451,91.31930587
Fau,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived),-1.569837349,6.61E-05,0.000875048,293.4429622,252.3247745,277.5929672,243.0173817,247.0594271,451.3451912,497.1639905,434.1215568,363.5759149,315.5420493
Faxc,failed axon connections homolog (Drosophila),1.881914181,0.000505047,0.004575544,8.354248033,13.06861382,7.915301476,13.61178961,11.17401778,4.545711802,5.853292015,6.295583736,5.241944799,6.769509815
Fbl,fibrillarin,-1.647188428,6.21E-05,0.000832226,25.45434948,22.11611569,27.09039801,18.54019619,21.30638984,39.44504757,34.75392134,35.0362921,46.63986783,32.74232298
Fblim1,filamin binding LIM protein 1,8.382805299,0.000137196,0.001570252,0.130535126,1.633576727,1.226314313,1.173430139,1.893901319,0,0.487774335,0,0,0.138153262
Fbll1,fibrillarin-like 1,-1.29752532,0.009926789,0.047969902,57.8270606,56.54688671,46.82291014,52.4523272,46.68466752,67.01259011,65.84953516,69.2514211,67.2044205,68.24771119
Fbln5,fibulin 5,2.224083286,0.010354463,0.049351867,2.61070251,4.398091188,13.71242368,3.050918361,8.617251003,3.51926075,2.316928089,4.242675996,1.612906092,2.901218492
Fbxl15,F-box and leucine-rich repeat protein 15,-1.572348926,0.000199126,0.002144663,25.32381435,23.24705342,19.17509653,22.41251565,20.07535398,35.1926075,30.85172666,38.73152603,38.70974621,29.70295123
Fbxl19,F-box and leucine-rich repeat protein 19,1.498596043,0.000216318,0.002295275,92.94100937,80.04525963,63.76834428,95.16518426,78.69159982,48.82974291,59.6304124,55.29164847,51.20976842,58.85328941
Fbxl20,F-box and leucine-rich repeat protein 20,2.564157101,1.11E-05,0.000212752,6.135150899,8.796182377,5.016740372,7.86198193,7.386215145,2.492809698,2.316928089,2.600349804,2.68817682,3.5919848
Fbxo2,F-box protein 2,-1.517806503,0.000376685,0.003614832,122.3114126,114.9786696,88.0716643,92.23160891,102.3653663,198.105053,168.6479762,161.3585484,138.8443328,122.1274832
Fbxo28,F-box protein 28,1.588825644,0.001233202,0.009314395,22.19097134,23.87535217,18.72916405,20.65237044,20.83291451,12.17077676,9.267712356,14.23349366,14.65056367,16.57839138
Fbxo30,F-box protein 30,1.815266125,0.000170577,0.001880837,12.00923155,13.94823205,17.16840038,17.24942304,12.59444377,8.358244281,8.170220104,7.937909928,6.182806686,9.532575045
