Gene_symbol,NAME,Foldchange,PValue,FDR,MIB1,MIB2,MIB3,MIB4,MIB5,M1,M2,M3,M4,M5
Eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2,-1.485640786,0.000654262,0.003328108,20.28606401,16.12288043,11.8605027,20.39951909,13.708261,24.52071859,23.70055019,30.20258008,23.63053202,20.49845006
Eif4ebp3,eukaryotic translation initiation factor 4E binding protein 3,2.648540309,1.02E-09,2.52E-08,12.07104635,8.773581579,8.262372671,8.562051675,9.507342303,2.528515346,3.234190218,5.146078553,3.060949743,3.846894112
Eif4enif1,eukaryotic translation initiation factor 4E nuclear import factor 1,-1.226281375,0.005098494,0.019178559,38.22498011,41.07631376,44.77672931,38.09825678,43.28051758,53.56924372,51.69650927,49.07153478,47.50594001,50.00962346
Eif4g2,"eukaryotic translation initiation factor 4, gamma 2",-1.390419065,0.000479135,0.002556182,747.9019134,674.9390972,687.0429404,646.8658772,671.4284125,950.0161379,962.3231926,895.5401939,1005.644429,953.0954941
Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",-1.250116475,0.010739656,0.036018445,226.3321191,227.4294654,224.0835427,198.2488475,222.8145164,277.96028,306.6921943,225.3247252,264.9558098,298.7388056
Eif5a2,eukaryotic translation initiation factor 5A2,-1.519029036,7.49E-08,1.16E-06,62.36707281,66.94128802,74.22808996,68.03670593,71.63671875,112.783545,86.56512256,91.40415716,115.5202433,115.0770896
Elavl1,ELAV like RNA binding protein 1,-1.336097337,0.001582597,0.007131241,20.67725532,16.74956483,17.79075406,19.88234818,17.24587674,24.814732,25.11550841,21.68704533,25.22222588,26.54356938
Elavl2,ELAV like neuron-specific RNA binding protein 2,-1.97153814,5.68E-05,0.0004074,24.19797717,30.47965029,38.71321388,28.50186329,33.71790003,83.85262519,49.57407194,32.89814504,76.64618157,63.80348663
Elavl3,ELAV like neuron-specific RNA binding protein 3,1.357875222,4.23E-05,0.000315957,189.5042508,220.0801665,216.2209622,201.2369461,216.9000651,160.9429419,136.8972078,164.0006225,144.5380469,162.4488428
Elf1,E74-like factor 1,-1.513502678,0.001387501,0.00638965,6.817905809,5.298331733,4.664242637,6.263514312,4.698395906,8.232375545,9.146694211,9.311951668,7.774812348,7.583876964
Elk3,"ELK3, member of ETS oncogene family",-1.56536008,5.46E-06,5.31E-05,17.04476452,13.44522891,14.79231236,17.75620112,15.53234411,22.8154408,27.89489063,28.42595772,21.79396217,22.09216333
Ell,elongation factor RNA polymerase II,1.301916303,0.001487486,0.006777271,27.43927666,29.79599458,31.850114,30.91532752,31.67271593,24.57952127,24.15535819,23.95377041,22.34493313,21.43269577
Elmo3,engulfment and cell motility 3,2.517025757,0.002027418,0.008787357,8.885631341,4.38679079,4.064554298,8.389661373,4.919496889,1.293659014,5.205024883,2.940616316,1.530474872,1.154068234
Elmod1,ELMO/CED-12 domain containing 1,-1.407889459,0.009097548,0.0312874,156.4765268,191.1387415,230.3469542,129.4076535,213.9152018,301.4225503,272.3794574,160.9987433,261.833641,300.3325189
Elof1,"ELF1 homolog, elongation factor 1",1.467737976,2.63E-06,2.76E-05,40.51624354,39.70900234,40.37901483,37.00645153,38.19519495,26.34360174,27.79382219,27.38448944,25.40588287,26.43365811
Elovl1,ELOVL fatty acid elongase 1,2.257582401,2.40E-13,1.35E-11,66.50252387,79.87377516,58.10313684,101.940132,67.10414858,28.34289295,32.34190218,31.12152268,35.99676898,37.64460667
Elovl2,ELOVL fatty acid elongase 2,-1.642111106,2.29E-05,0.000185667,44.70757907,39.70900234,44.11040894,47.52225997,50.74267578,70.79842969,53.3641386,110.3956375,70.58550108,67.43055823
Elovl4,ELOVL fatty acid elongase 4,-1.573806387,0.001748114,0.007750933,24.70093744,17.43322054,15.25873663,15.22781003,15.53234411,29.22493318,39.36615906,19.60410877,26.07929181,24.45525543
Elovl5,ELOVL fatty acid elongase 5,-1.861827877,4.41E-11,1.48E-09,22.91263428,20.05390075,14.52578421,20.22712879,15.58761936,33.16471291,35.47502396,38.47306347,34.34385612,32.47877743
Elp2,elongator acetyltransferase complex subunit 2,-1.487490795,1.70E-06,1.89E-05,52.64317436,56.0027967,50.2405564,58.382849,55.38579644,96.67160997,78.88392079,66.89902119,77.93178046,85.2361824
Elp5,elongator acetyltransferase complex subunit 5,1.277918352,0.005052386,0.019030135,21.29198453,23.98492107,26.45291895,24.47942291,24.70803494,20.1105174,17.7880462,18.19506346,17.75350851,20.71827258
Elp6,elongator acetyltransferase complex subunit 6,1.403121483,0.000622681,0.003198738,14.92115452,16.40773698,17.32432979,16.0322981,16.14037182,11.46652308,11.31966576,10.90478551,12.12136098,11.76050486
Eltd1,NA,-2.357325015,1.21E-07,1.79E-06,7.879710812,6.494729221,6.729835804,12.00985772,7.130506727,15.70031622,17.23216976,28.11964352,18.12082248,15.82722149
Emc10,ER membrane protein complex subunit 10,1.196951276,0.009445218,0.032269752,100.0332082,115.9366137,117.7388106,119.6963331,112.0429235,93.96668658,95.15594033,87.60586108,92.86921521,102.7120728
Emc9,ER membrane protein complex subunit 9,1.375655447,0.00596438,0.021935833,15.31234583,17.8320197,22.38836466,22.81298332,19.78853805,16.40594841,15.16026665,11.5174139,11.32551405,16.81642283
Emcn,endomucin,-2.036354435,6.84E-05,0.000478694,5.979638701,6.437757912,5.263930976,8.389661373,7.351607711,9.584837242,15.61507465,20.21673717,10.52966712,12.2001499
Emid1,EMI domain containing 1,1.879696575,0.000136602,0.000874091,13.13285135,20.68058515,14.99220847,10.6307353,20.06491428,7.87955945,6.367311992,12.31383082,7.468717373,8.298300157
Eml2,echinoderm microtubule associated protein like 2,1.345409589,0.000219444,0.001312232,208.393203,223.7833016,220.1522524,248.8166695,212.2569444,160.2961124,138.9185767,178.336127,163.6995923,186.3545419
Eml4,echinoderm microtubule associated protein like 4,1.298323535,0.000932418,0.004537344,65.10541203,58.90833346,58.43629703,52.34918843,65.99864366,51.27593911,47.35056616,43.4353535,43.28182937,46.32759624
Emr1,NA,-1.840208074,4.63E-05,0.000341589,11.56808609,9.172380742,8.86206101,14.76810255,10.9444987,18.34643693,17.7880462,31.55036256,17.26375655,16.98128972
En2,engrailed homeobox 2,7.794908261,0.004598059,0.017549527,0.223537895,0.398799163,0.133264075,7.297856126,0.27637623,0.352816095,0.202136889,0,0.428532964,0.05495563
Enah,enabled homolog (Drosophila),-1.83422558,2.36E-10,6.60E-09,48.0606475,35.55009679,32.84959457,31.83474247,37.14496528,65.03576681,61.29801148,81.84715413,72.23841394,59.95659252
Enc1,ectodermal-neural cortex 1,-2.029309361,0.000227846,0.001354608,440.9843831,579.0563842,652.3276488,193.2495287,570.7169144,1102.903112,1188.059563,565.0884354,970.4435066,1117.52274
Eng,endoglin,-1.555607494,0.003211199,0.012990072,32.18945693,25.92194557,22.78815688,48.09689431,31.23051396,42.9259582,54.52642571,77.4974925,37.03749189,37.36982852
Engase,endo-beta-N-acetylglucosaminidase,1.549880307,0.000511546,0.002708057,15.31234583,15.38225342,15.65852885,30.11083945,19.51216182,13.52461697,12.38088443,14.09045318,10.34601013,11.59563797
Enkd1,enkurin domain containing 1,1.878050913,5.53E-05,0.000397894,7.823826338,6.494729221,5.796987277,6.895612087,5.472249349,3.469358265,4.042737773,2.756827796,3.244606728,3.736982852
Eno3,"enolase 3, beta, muscle",2.571543749,3.63E-09,7.89E-08,9.16505371,9.343294669,8.062476558,11.95239428,9.562617549,3.175344853,3.28472444,5.268604233,3.244606728,3.736982852
Eno4,enolase family member 4,2.30044937,0.000357231,0.001993803,14.25054083,6.665643148,4.664242637,7.872490466,4.698395906,2.528515346,5.205024883,2.266725077,3.795577682,2.747781509
Enpp5,ectonucleotide pyrophosphatase/phosphodiesterase 5,-1.457328282,2.45E-05,0.000196953,150.5527725,187.5495491,184.9039045,142.3943896,171.9612901,275.4317647,238.622597,199.8393838,253.3854197,252.9607657
Enthd2,ENTH domain containing 2,1.826142563,1.02E-11,3.89E-10,49.3459904,45.178248,46.04273803,41.54606282,47.64726201,26.10839101,22.89200264,31.06025984,21.12055323,24.67507795
Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,-1.823142214,0.001677388,0.007486777,5.197256067,4.785589952,2.132225205,8.274734505,4.035092954,6.762308483,10.56165243,12.68140786,7.836031343,6.814498142
Entpd4,ectonucleoside triphosphate diphosphohydrolase 4,1.230925675,0.015748514,0.04953655,66.67017729,75.7148696,79.22549279,90.04520117,78.82250072,73.26814235,65.23968081,61.44662844,54.72978141,62.48455151
Entpd8,ectonucleoside triphosphate diphosphohydrolase 8,10.17619608,0.014492967,0.046128152,0.223537895,0.056971309,0.066632038,0,0,0,0,0,0,0
Eny2,enhancer of yellow 2 homolog (Drosophila),-1.304471782,0.000276983,0.001602713,40.01328327,38.22774831,35.9146683,32.63923055,40.40620479,50.39389887,47.1989635,49.74542601,50.32201378,46.65733002
Epas1,endothelial PAS domain protein 1,-1.982674329,4.04E-08,6.73E-07,126.4106798,110.4673681,89.75335474,137.7398514,102.0933793,167.3524343,216.5896762,325.0606286,216.2867089,198.0051355
Epb41l3,erythrocyte membrane protein band 4.1-like 3,-1.359380225,0.01161197,0.03845512,61.64057465,101.5798439,97.14951092,155.3811257,94.74177156,158.7672427,118.8564905,107.7000726,151.0272603,157.6127473
Epb42,erythrocyte membrane protein band 4.2,2.131476416,0.002636438,0.010994017,1.45299632,0.854569634,1.199376678,1.206732115,1.381881149,0.529224142,0.606410666,0.551365559,0.428532964,0.714423192
Epc2,enhancer of polycomb homolog 2 (Drosophila),-1.789411423,3.15E-12,1.38E-10,30.00996245,31.10633469,29.7178888,23.4450811,28.68785265,52.51079544,49.32140083,43.98671906,55.77050432,54.24120698
Epdr1,ependymin related 1,-1.464362231,4.06E-07,5.32E-06,79.24418391,90.52740993,91.01936345,74.18529337,85.51080548,141.6556621,107.6378932,108.4352267,136.5795775,121.4519427
Epha10,EPH receptor A10,1.413165939,0.000944055,0.004579695,23.9185548,31.04936338,28.51851212,36.89152467,30.45666052,19.28727985,16.27201954,27.99711784,20.50836328,22.75163089
Epha3,Eph receptor A3,-2.456789182,2.75E-05,0.000215968,2.682454744,1.424282724,2.132225205,1.781366456,2.211009838,7.115124578,4.851285327,3.001879156,4.775081599,5.440607387
Epha4,Eph receptor A4,-2.042254226,0.002891079,0.011868493,163.2944326,184.7009836,237.8763745,83.89661373,209.1615307,438.7856165,419.8888519,115.7255046,376.2519424,444.31627
Epha5,EPH receptor A5,-2.079745244,7.25E-07,8.90E-06,57.56100806,75.60092698,82.15730244,28.73171703,84.07364909,135.187367,129.872951,109.3541693,148.7009385,159.2614163
Epha7,Eph receptor A7,-2.55906931,0.000284068,0.001639893,39.00736274,36.63255166,42.17807984,10.51580843,34.54702872,100.552587,114.7126843,27.13943808,77.68690448,96.72190911
Epm2a,"epilepsy, progressive myoclonus type 2A",-1.584462573,0.006679223,0.024185813,3.520721852,4.272848172,2.198857243,3.620196346,2.487386068,4.410201185,4.194340439,6.310072512,5.203614563,5.495563018
Epm2aip1,EPM2A (laforin) interacting protein 1,-1.459325089,2.41E-06,2.55E-05,128.4784054,139.8645635,128.6664647,158.3692243,131.1128834,225.0966685,187.9873064,181.3380062,209.2465244,198.224958
Epn2,epsin 2,-1.410707526,0.000288139,0.001657765,179.3332766,162.1973166,182.171991,104.8133037,166.765417,244.3251456,216.1854024,188.1381814,234.5299693,238.6723019
Eprs,glutamyl-prolyl-tRNA synthetase,-1.193125367,0.006103393,0.022365646,99.58613239,106.3084625,96.68308665,105.2730112,98.1688368,122.956409,126.2850212,113.3362539,120.4789819,120.6825639
Eps15,epidermal growth factor receptor pathway substrate 15,-1.947218956,3.44E-14,2.26E-12,114.6190559,94.97117203,79.62528501,73.95543963,93.02823893,196.9301836,153.9777749,151.2579518,192.7786148,193.6086851
Epsti1,epithelial stromal interaction 1 (breast),-1.688712174,0.010828371,0.036294703,2.961877114,2.563708903,2.198857243,3.67765978,3.040138527,4.586609232,3.73953244,8.086694869,4.28532964,3.791938482
Epx,eosinophil peroxidase,9.205597402,4.29E-05,0.000320149,0.614729212,0.683655707,0.399792226,0.28731717,0.386926722,0,0.151602666,0,0.061218995,0
Eras,ES cell expressed Ras,8.710720745,0.000226843,0.001350062,0.223537895,0.341827854,0.266528151,0.632097775,0.331651476,0.117605365,0,0.06126284,0,0
Erbb4,erb-b2 receptor tyrosine kinase 4,-1.878699157,1.64E-05,0.000139433,9.388591606,10.59666347,7.12962803,8.849368845,6.577754268,17.40559401,11.52180265,21.38073113,16.46790962,13.2992625
Erc1,ELKS/RAB6-interacting/CAST family member 1,-2.210831991,3.53E-08,6.02E-07,19.89487269,20.16784337,18.99013073,11.78000398,15.36651837,44.74884136,39.97256973,22.66725077,41.50647852,41.65636767
Erc2,ELKS/RAB6-interacting/CAST family member 2,-2.68995457,4.55E-12,1.90E-10,22.80086533,28.6565684,30.2509451,12.00985772,25.03968641,83.02938764,63.72365414,52.56351665,62.81068873,57.26376664
Ercc2,excision repair cross-complementation group 2,1.774720952,5.45E-10,1.42E-08,47.55768724,47.57104298,43.17756041,55.04996983,46.70758283,25.16754809,25.97459019,34.61350455,24.12028398,25.44445677
Ercc6,excision repair cross-complementation group 6,1.250112155,0.006285017,0.022952813,38.22498011,37.43014998,34.38213144,34.36313357,36.86858905,31.28302707,31.12908085,28.60974624,25.65075885,28.30214954
Erg,v-ets avian erythroblastosis virus E26 oncogene,-1.851941523,0.000632837,0.003239282,5.253140541,5.355303042,3.99792226,7.815027032,5.527524595,7.585546038,8.590817767,15.74454986,10.34601013,9.617235281
Ergic2,ERGIC and golgi 2,1.276271363,0.001094409,0.005206101,52.30786752,54.46457136,58.10313684,58.61270274,61.18969726,44.74884136,44.16691017,41.59746831,47.628378,44.89874985
Ermp1,endoplasmic reticulum metallopeptidase 1,-1.308465673,0.000555904,0.002905252,69.63205441,68.82134122,70.69659196,66.02548573,73.68190285,102.1402594,90.80999722,73.45414506,92.31824425,97.71111045
Ero1l,NA,-1.377080264,5.76E-05,0.000411813,26.37747165,34.12581406,28.25198397,31.7198156,30.23555953,45.45447354,35.82876351,43.25156498,44.20011429,38.96354179
Erp44,endoplasmic reticulum protein 44,-1.402196858,0.000293585,0.001682331,25.81862692,21.76304002,23.25458115,24.01971544,22.38647461,33.98795046,40.02310395,25.85291845,31.46656336,32.97337811
Esrra,"estrogen related receptor, alpha",1.522356579,1.43E-08,2.69E-07,65.44071887,71.8977919,74.42798607,78.03534345,67.4910753,49.10023986,45.48079994,44.41555894,42.9145154,52.70244934
Etf1,eukaryotic translation termination factor 1,-1.205772133,0.009466877,0.032330882,63.37299334,58.45256299,64.5664445,53.90070115,57.65208152,74.20898527,71.30378747,63.34577648,77.01349554,73.31081065
Etfdh,electron-transferring-flavoprotein dehydrogenase,-1.345115143,0.00023892,0.001411002,31.91003456,27.57411353,24.85375005,24.19210574,26.69794379,31.10661902,38.81028262,39.82084595,35.01726506,37.20496163
Etnk1,ethanolamine kinase 1,-1.255935948,0.008496347,0.029563291,187.6041787,183.7894427,178.1074367,181.6993785,188.7649649,258.0849733,236.7022966,181.2154805,245.8554834,233.5614282
Ets1,v-ets avian erythroblastosis virus E26 oncogene homolog 1,-1.625176497,0.000399419,0.002183134,22.13025164,17.26230661,13.59293568,21.20400717,19.8438133,24.87353468,28.85504085,45.8858671,29.7524315,23.63092098
Ets2,v-ets avian erythroblastosis virus E26 oncogene homolog 2,-1.322748582,0.002329315,0.0099107,37.49848195,54.12274351,51.10677289,33.55864549,48.97386791,54.45128396,59.52931371,67.81796379,61.9536228,54.18625135
Etv3,ets variant 3,-1.554894114,0.004531572,0.017342407,3.520721852,4.500733407,3.065073733,4.482147857,2.984863281,4.233793137,5.659832882,6.738912391,6.734089435,5.550518648
Etv4,ets variant 4,2.104354045,7.63E-06,7.12E-05,18.94483663,14.52768378,15.925057,21.37639747,15.53234411,7.467940673,6.619983103,12.62014502,6.856527425,7.473965704
Evc,Ellis van Creveld protein,1.409426863,0.002032626,0.008807704,24.08620823,18.40173279,19.32329092,25.80108189,18.07500543,13.81863038,16.17095109,18.62390334,12.85598892,13.51908502
Exd1,exonuclease 3'-5' domain containing 1,4.428079846,2.08E-08,3.77E-07,12.23869977,11.62214703,9.12858916,11.26283308,11.71835214,1.293659014,2.274039997,4.349661634,2.571197784,2.143269577
Exd2,exonuclease 3'-5' domain containing 2,-1.469282574,6.64E-06,6.29E-05,64.71422071,73.26510332,71.16301623,41.94830686,71.63671875,92.32021147,89.04129945,100.5935831,95.50163199,96.72190911
Exoc1,exocyst complex component 1,-1.33516711,0.002572974,0.010763757,20.95667769,19.88298683,16.59137738,18.3882989,20.34129051,30.1657761,25.82298752,20.09421149,25.22222588,27.14808131
Exoc2,exocyst complex component 2,-1.359562511,2.61E-05,0.000207013,91.53876815,90.07163946,88.08755379,81.02344202,88.49566876,131.4239953,123.9099127,102.8603082,117.8465651,121.0672533
Exoc3,exocyst complex component 3,-1.190356893,0.015609077,0.049188075,44.20461881,51.90086246,49.24107584,47.00508906,49.13969365,64.33013462,52.40398838,52.13467677,56.93366522,61.66021706
Exoc3l1,exocyst complex component 3-like 1,1.857042847,4.00E-05,0.000301117,8.606208972,6.893528384,8.195740633,15.40020033,9.00986509,4.821819962,5.306093327,6.126283992,5.203614563,4.451406044
Exoc4,exocyst complex component 4,-1.764791391,1.03E-10,3.15E-09,28.05400587,31.33421993,26.45291895,22.52566615,26.75321904,52.74600617,50.02887994,39.94337163,47.44472102,48.30599892
Exoc5,exocyst complex component 5,-1.820693263,1.25E-11,4.66E-10,27.7745835,27.00440044,22.92142096,19.53756758,24.59748445,47.74777816,42.44874661,38.84064051,48.11812996,44.78883859
Exoc6,exocyst complex component 6,-1.736646393,8.46E-06,7.78E-05,23.47147901,26.83348652,31.58358585,15.91737123,27.96927445,48.2770023,47.55270305,30.01879156,42.60842043,49.84475657
Exoc8,exocyst complex component 8,-1.637143545,8.24E-08,1.26E-06,21.12433111,24.89646201,18.85686666,18.04351829,20.50711625,38.5745597,32.29136796,27.6295408,35.13970305,35.77611524
Exog,"endo/exonuclease (5'-3'), endonuclease G-like",1.507785896,2.67E-06,2.80E-05,25.25978218,26.54862997,26.65281507,27.29513118,27.74817347,18.81685839,16.52469065,18.5626405,16.34547163,18.30022485
Exosc2,exosome component 2,1.323885368,0.006390247,0.023289365,13.97111846,15.66710996,17.05780164,19.13532354,16.69312428,13.58341965,11.21859732,11.94625378,11.99892299,13.57404065
Exosc5,exosome component 5,1.369358389,0.002409525,0.01018777,21.51552243,27.28925699,26.31965488,25.05405725,26.91904478,14.7594733,18.54605953,22.05462237,17.8759465,19.56420434
Exosc8,exosome component 8,1.45556782,0.0072397,0.025840159,6.147292123,6.836557075,9.528381386,9.366539752,8.788764106,4.821819962,5.710367104,5.636181273,5.509709538,6.20998621
Extl1,exostosin-like glycosyltransferase 1,1.420475724,1.02E-05,9.21E-05,55.21386016,73.89178772,74.02819385,72.40392691,68.43075448,45.16046013,46.2893475,51.82836257,42.24110646,56.54934345
Extl2,exostosin-like glycosyltransferase 2,-1.354422418,0.003892749,0.015251191,17.04476452,27.85897008,23.58774133,27.92722895,24.43165871,36.8692819,32.24083374,27.20070092,32.01753431,35.3364702
Extl3,exostosin-like glycosyltransferase 3,-1.293505904,0.000174077,0.001076181,59.79638701,59.93381702,57.50344851,49.47601673,54.50139251,79.08960791,72.46607458,72.78025382,66.30017144,73.09098813
Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit,1.729102866,0.000163423,0.001018751,6.482598966,7.805069327,6.130147465,8.332197939,7.462158203,3.469358265,4.143806217,4.349661634,4.53020562,4.451406044
Ezr,ezrin,-1.500979736,0.008533668,0.029633739,209.1755856,108.3024583,93.08495662,56.25670194,103.0883337,139.3035548,243.6760193,155.8526648,177.5350851,139.0927
F2r,coagulation factor II (thrombin) receptor,-1.611880723,4.04E-05,0.000303272,13.74758057,13.78705677,11.79387067,8.734441977,12.76858181,17.28798864,17.23216976,20.15547433,26.69148176,16.81642283
F3,"coagulation factor III (thromboplastin, tissue factor)",-1.510830825,6.27E-06,5.99E-05,27.71869903,25.18131856,20.5226676,28.04215582,23.98945674,34.8699907,38.25440618,42.76146226,38.87406174,34.95178079
F8,"coagulation factor VIII, procoagulant component",2.183759202,3.73E-12,1.59E-10,43.14281381,34.18278537,29.1848325,29.70859541,36.2052861,13.11299819,18.2428542,20.27800001,13.46817887,13.8488188
Fads2,fatty acid desaturase 2,-1.606884919,1.85E-07,2.60E-06,109.92476,83.63388155,85.35564025,72.92109782,89.49062319,141.8908728,127.598911,183.4209427,126.0499104,130.3547548
Fah,fumarylacetoacetate hydrolase,2.272147357,2.21E-14,1.52E-12,49.90483514,61.52901367,46.10937006,64.76129018,55.05414496,21.110163,22.28559197,23.58619337,27.79342367,27.3129482
Fam102b,"family with sequence similarity 102, member B",-1.290042651,0.003918893,0.015332623,57.78454595,57.76890728,48.44149138,49.36108986,52.78785988,64.85935876,59.12503993,80.07053177,72.23841394,67.21073571
Fam103a1,"family with sequence similarity 103, member A1",-1.336562036,0.001534676,0.006944472,14.47407873,14.98345426,16.4581133,15.22781003,15.80872034,20.34572813,19.00086753,19.78789729,22.28371413,21.43269577
Fam104a,"family with sequence similarity 104, member A",1.270642496,0.000601201,0.003103254,68.23494256,72.58144761,78.3592763,74.0703665,73.95827908,57.03860199,58.46809504,55.38160729,55.40319035,62.59446277
Fam107b,"family with sequence similarity 107, member B",-1.319736516,0.013722312,0.044008821,18.77718321,11.56517572,11.66060659,12.41210176,12.87913231,18.34643693,22.03292086,16.90854382,16.7127856,14.83802015
Fam110c,"family with sequence similarity 110, member C",2.589288198,0.002290541,0.009762662,0.558844738,0.911540943,0.799584452,0.689561209,0.663302951,0.411618777,0.252671111,0.3063142,0.244875979,0.164866891
Fam116a,NA,1.296384464,0.001999763,0.008688101,52.02844515,41.58905554,37.58046924,43.78713675,41.6222602,31.98865926,38.81028262,31.55036256,32.50728627,32.20399928
Fam117b,"family with sequence similarity 117, member B",-1.478188426,3.68E-06,3.72E-05,82.93255918,91.55289349,94.88402164,69.30090148,93.74681713,140.5972138,133.6124834,104.1468279,127.0294143,133.7070482
Fam120a,family with sequence similarity 120A,-1.554421957,2.49E-07,3.42E-06,199.4516871,171.0848408,151.1214614,146.3593665,171.5743634,242.0906437,249.4369206,299.7590757,272.1796512,241.8047728
Fam120b,family with sequence similarity 120B,-1.435841832,7.51E-06,7.01E-05,79.02064601,80.38651694,83.62320727,83.55183312,81.03351056,127.6018209,120.4230514,99.79716623,111.4185707,125.9583044
Fam122b,family with sequence similarity 122B,-1.506796276,0.006774394,0.024464198,5.476678437,4.101934245,3.99792226,3.045562005,3.371790003,5.703860199,6.923188436,4.778501514,7.346279384,5.385651757
Fam126a,"family with sequence similarity 126, member A",-1.52913481,0.00189229,0.008310778,6.25906107,4.671647334,3.798026147,4.194830686,4.698395906,8.643994322,6.619983103,6.616386711,7.591155363,6.759542512
Fam132a,"family with sequence similarity 132, member A",2.273244111,0.000723686,0.003634649,1.900072111,1.880053196,1.932329092,3.447806044,1.602982133,0.764434872,0.909615999,0.796416919,0.857065928,1.373890754
Fam133b,"family with sequence similarity 133, member B",1.325111321,0.000958951,0.004642621,31.12765193,34.63855585,38.04689351,32.12205964,35.70780888,23.22705957,25.11550841,26.34302117,29.38511753,25.44445677
Fam134b,"family with sequence similarity 134, member B",-1.358410674,0.000355118,0.00198392,55.7727049,56.23068194,63.70022801,59.35972738,56.98877857,93.02584366,74.48744346,61.32410276,83.68636598,84.1370698
Fam134c,"family with sequence similarity 134, member C",1.398677571,6.88E-07,8.49E-06,94.16533843,102.6053274,94.88402164,102.6296932,90.20920139,65.15337217,70.84897947,63.89714204,69.42234018,76.99283788
Fam13a,"family with sequence similarity 13, member A",-1.493348626,0.00399448,0.015568044,10.6739345,8.602667652,7.529420256,7.182929257,7.130506727,13.93623574,14.45278754,7.71911783,11.876485,13.40917376
Fam160a2,"family with sequence similarity 160, member A2",-1.247415596,0.015455306,0.048775129,32.18945693,36.86043689,38.18015758,25.74361846,36.48166233,41.5734965,37.04158484,53.11488221,39.73112767,39.95274314
Fam160b2,"family with sequence similarity 160, member B2",1.62887775,1.09E-10,3.29E-09,66.27898598,71.38505012,68.83089491,86.13768765,70.03373662,43.9256038,44.36904706,43.7416677,42.54720143,48.03122077
Fam162a,"family with sequence similarity 162, member A",1.363458546,5.17E-05,0.00037467,45.32230829,47.57104298,53.70542236,52.6365056,54.77776873,37.39850605,34.71701062,39.45326891,37.64968184,37.09505037
Fam163b,"family with sequence similarity 163, member B",-1.572935486,0.000360305,0.002006397,44.76346355,60.95930058,62.63411541,32.23698651,49.13969365,84.08783592,104.2521003,64.20345624,62.56581275,77.54239418
Fam166a,"family with sequence similarity 166, member A",2.225341245,0.000626738,0.00321477,1.732418689,2.335823667,2.132225205,2.241073928,2.266285084,0.764434872,0.758013332,1.041468279,0.795846933,1.428846385
Fam168a,"family with sequence similarity 168, member A",-1.524365374,7.06E-08,1.10E-06,155.0235304,172.6230661,148.9892362,125.7874572,146.755778,237.6216398,208.3020637,230.2257524,230.2446397,235.7046978
Fam168b,"family with sequence similarity 168, member B",-1.664703568,1.28E-11,4.71E-10,148.485047,175.6425455,166.1136699,147.6235621,151.5647244,288.9563816,251.2056184,255.0984654,262.629488,256.2581035
Fam172a,"family with sequence similarity 172, member A",-1.39616347,1.97E-06,2.14E-05,41.2427417,40.27871543,43.84388078,37.52362244,41.12478299,63.0364756,53.06093327,52.86983085,59.74973899,56.10969841
Fam173a,"family with sequence similarity 173, member A",1.585888815,4.57E-08,7.51E-07,44.6516946,44.5515636,46.50916229,43.49981958,40.62730577,27.10803662,26.42939819,33.51077344,24.42637895,27.14808131
Fam173b,"family with sequence similarity 173, member B",1.331728383,0.008542949,0.029653326,14.97703899,14.014942,14.19262402,17.23903022,14.70321542,12.58377405,13.08836354,9.189425988,10.83576209,10.66139225
Fam174a,"family with sequence similarity 174, member A",-1.50337314,1.66E-05,0.000140924,21.85082927,19.25630243,19.58981907,14.82556599,22.16537363,33.10591023,26.78313775,25.73039277,28.5892706,32.69859995
Fam175a,"family with sequence similarity 175, member A",1.602383485,0.015684008,0.049378882,3.017761588,2.392794976,2.198857243,3.447806044,2.100459346,1.117250967,2.223505775,1.899148038,1.285598892,1.648668905
Fam178a,NA,1.369181208,1.88E-05,0.000156429,61.24938333,56.28765325,51.43993308,56.60148255,57.09932906,40.92666699,39.6693644,42.94525078,43.83280032,39.18336432
Fam185a,"family with sequence similarity 185, member A",-1.517147762,0.000496724,0.002639356,10.72981898,9.628151213,10.59449399,7.757563598,9.507342303,16.34714572,16.32255376,12.00751662,14.08036882,14.34341948
FAM187A,"family with sequence similarity 187, member A",2.809329349,0.00443,0.016999159,1.117689477,0.455770472,0.599688339,0.632097775,0.497477214,0.294013412,0.151602666,0.428839879,0.183656985,0.10991126
Fam188a,"family with sequence similarity 188, member A",-1.321261708,0.005100407,0.019181553,46.55176671,41.70299816,49.04117972,35.39747538,43.6674443,61.6840139,53.86948082,43.4353535,63.23922169,63.58366411
Fam193b,"family with sequence similarity 193, member B",3.938571801,1.79E-38,4.40E-35,135.3521956,123.0580273,118.538395,123.2016026,127.3541667,28.98972245,29.61305419,47.60122662,25.46710186,27.69763761
Fam195a,"family with sequence similarity 195, member A",1.650811288,1.05E-05,9.44E-05,15.25646136,13.10340106,12.19366289,14.19346821,14.70321542,8.055967498,7.327462213,10.04710575,9.244068224,7.473965704
Fam195b,"family with sequence similarity 195, member B",1.424621213,7.51E-07,9.16E-06,68.06728914,74.34755819,82.02403837,77.46070911,75.39543547,54.86290274,49.82674305,54.15635049,49.83226182,56.10969841
